No,物件種目,所在地,建物名/部屋番号,公開日,登録価格（万円）,坪単価（万円）,交通,土地面積（㎡）,土地権利,建ぺい率,容積率,用途地域,私道面積,私道持分,築年月,建物構造,物件構造,階建/階,取引態様,利回り,保証金,広告転載,条件等,登録会員,TEL,lat,lng
466,売地,浜松市中央区雄踏町山崎３８４４,-,2026/05/28,33550011,6.5,バス停 山崎南 停歩3分,1781.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7187008,137.6332155
467,売地,浜松市中央区豊町2387-2,-,2026/05/17,112,3.86,-,112.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,-,(有)西遠土地建物センター,053-587-7255,34.773903,137.8015931
468,売地,浜松市中央区豊町2954-2,-,2026/05/30,83,4.83,-,397.73,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,コリー(株),053-433-3808,34.7685889,137.8041354
469,売地,浜松市中央区豊町2421,-,2026/03/14,663300,4.88,バス停 遠鉄バス「笠井北バス停」 停歩3分,427.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7725864,137.8036703
470,売地,浜松市中央区豊町2425-2,-,2026/04/28,665599,4.01,バス停 遠鉄バス「笠井北バス停」 停歩5分,544.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7734135,137.8032853
471,売地,浜松市中央区豊町101,-,2026/05/30,18,5.18,-,511.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,コリー(株),053-433-3808,34.7725864,137.8036703
472,売地,浜松市中央区豊町117,-,2026/05/30,-,6,-,469.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,相談,コリー(株),053-433-3808,34.7725864,137.8036703
473,売地,浜松市中央区豊町2208-1,-,2026/05/19,11220000,6.92,バス停 遠鉄バス「笠井北」 停歩6分,573.64,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)ヤマセ不動産,053-474-2188,34.7725864,137.8036703
474,売地,浜松市中央区豊町,-,2026/05/27,-,7,-,1002.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ 高林支店,053-472-5656,34.7725864,137.8036703
475,売地,浜松市中央区豊町６４１－３,-,2026/05/28,55119977,9,バス停 上村 停歩9分,1909.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.7819097,137.8075962
476,売地,"浜松市中央区米津町1548,1550-1,1549-1の一部",-,2026/05/16,441111,2.99,バス停 遠鉄バス・ヤマハ発動機寮前 停歩5分,455.23,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,アースデイ不動産,053-441-2103,34.6720751,137.7132259
477,売地,浜松市中央区米津町2213-1,-,2026/05/23,550000,3.64,バス停 新津小学校 停歩6分,455.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)山崎不動産,053-463-8713,34.6769486,137.7018715
478,売地,浜松市中央区米津町2214-1,-,2026/05/23,556655,5,バス停 新津小学校 停歩6分,374.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)山崎不動産,053-463-8713,34.6720751,137.7132259
479,売地,浜松市中央区米津町1656、1657、1661,-,2026/04/24,66000000,10.49,バス停 新橋町 停歩9分,1892.0,所有権,70,-,取引態様,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,(株)Paddle,053-482-7733,34.6720751,137.7132259
480,売地,浜松市中央区龍光町330,-,2026/05/07,1050,8,東海道本線 天竜川 徒歩13分,434.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.716955,137.7853391
481,売地,浜松市中央区若林町10番1,-,2026/04/30,-,12,-,389.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,更地渡し,(有)グリーンネット,053-445-1030,34.6871044,137.6997702
482,売地,浜松市中央区若林町,-,2026/05/09,61,10.61,-,498.89,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6906329,137.703372
483,売地,浜松市中央区若林町,-,2026/06/01,11775500,11.6,バス停 可美市民サービスセンター 停歩5分,498.89,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,あららぎ不動産(株),053-464-5557,34.6906329,137.703372
484,売地,浜松市中央区若林町２６９７－１,-,2026/06/02,2250,14.94,東海道本線 高塚 徒歩30分,498.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,建築条件付,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.6906329,137.703372
485,売地,浜松市中央区若林町1957-9,-,2026/04/06,3100,15.99,東海道本線 高塚 徒歩27分,640.9,所有権,60,-,工業地域,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(有)カミヤプランニングオフィス,053-453-5564,34.6922997,137.7022149
486,売地,浜松市中央区和合北３丁目１７７番１３・１７７番４４,-,2026/05/21,5300,29.76,徒歩4 0分,588.78,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 高台店,053-437-1976,34.7405358,137.7150738
487,売地,浜松市中央区和光町431-8,-,2026/05/11,225500,2.41,バス停 東大山 停歩26分,616.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,-,(株)ジュウソウ 不動産事業部,053-489-9431,34.7820827,137.6792177
488,売地,浜松市中央区和合町字西岨272番10,-,2026/05/22,43,7.43,-,347.49,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アモルテ,053-522-8885,34.7381086,137.7141386
489,売地,浜松市中央区和合町222-6,-,2026/03/13,11336699,11,バス停 馬舟 停歩8分,411.51,所有権,50,-,1種低層,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)プラス,053-478-5511,34.7411047,137.707067
490,売地,浜松市中央区和合町,-,2026/06/04,1,-,-,388.66,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7411047,137.707067
491,売地,浜松市中央区和地町２３２２－１,-,2026/05/13,228800,1.21,バス停 鳥居先 停歩10分,765.0,所有権,-,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)アライブ 企画営業部,053-476-7112,34.7634618,137.6528991
492,売地,浜松市中央区和地町776,-,2026/05/14,11665500,12.91,バス停 和地西停留所 停歩1分,422.52,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7621486,137.6487926
493,売地,浜松市中央区和地町,-,2026/05/26,10,-,-,720.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7634618,137.6528991
494,売地,浜松市中央区和地町5059,-,2026/05/25,10,-,-,720.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)グッド不動産売買,053-488-9440,34.7634618,137.6528991
495,売地,浜松市浜名区油一色286-1,-,2026/03/23,200,0.79,徒歩19分,846.0,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)コットンハウス,053-488-5522,34.8037503,137.8075475
496,売地,浜松市浜名区油一色220-1,-,2026/05/25,390,3.42,徒歩16分,378.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.803676,137.8068703
497,売地,浜松市浜名区油一色303,-,2026/05/31,580,5.01,徒歩18分,383.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8037503,137.8075475
498,売地,浜松市浜名区油一色207-2,-,2026/04/15,900,7.56,徒歩18分,394.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,(株)コットンハウス,053-488-5522,34.8037575,137.8087993
499,売地,浜松市浜名区引佐町井伊谷3688番2,-,2026/06/01,580,0.1,徒歩21分,19732.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載可,現況渡し,湖北開発(株),053-542-0724,34.8330454,137.6745874
500,売地,浜松市浜名区引佐町井伊谷212番1,-,2026/05/25,91,4.91,-,539.0,所有権,60,-,1種低層,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,松屋不動産販売(株),053-401-6610,34.8330454,137.6745874
501,売地,浜松市浜名区引佐町井伊谷１１５１番２９,-,2026/04/23,11114422,8,バス停 北神 停歩4分,472.0,所有権,50,-,1種低層,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.8340002,137.6646096
502,売地,浜松市浜名区引佐町井伊谷,-,2026/05/07,-,10,-,389.66,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)マストレ東営業所,053-462-5656,34.8330454,137.6745874
503,売地,浜松市浜名区引佐町井伊谷591-1,-,2026/04/16,1390,11.75,徒歩34分,391.34,所有権,60,-,1種低層,-,-,-,-,-,-,売主,-,-,転載可,建築条件付,湖北開発(株),053-542-0724,34.8330454,137.6745874
504,売地,浜松市浜名区引佐町井伊谷,-,2026/05/07,3580,9.99,徒歩33分,1185.0,所有権,60,-,1種低層,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.8330454,137.6745874
505,売地,浜松市浜名区引佐町奥山,-,2026/05/21,15,4.15,-,391.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.8407868,137.6159983
506,売地,浜松市浜名区引佐町奥山1160-1,-,2026/06/01,550000,3.68,バス停 奥山小学校前 停歩5分,449.97,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)アサヒコーディアルデベロップメント,053-430-0600,34.8474766,137.6270414
507,売地,"浜松市浜名区引佐町奥山930-4,931-1,931-2",-,2026/04/02,600,1.44,-,1384.89,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)アスティア,053-543-9988,34.8416125,137.6274512
508,売地,浜松市浜名区引佐町奥山,-,2026/06/01,78,0.78,-,5128.0,所有権,-,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,相談,U2JAPAN(株) 浜松店,053-401-0875,34.8407868,137.6159983
509,売地,浜松市浜名区引佐町奥山1430番192他2筆,-,2026/04/30,-,7,-,766.82,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,ホームパートナー(株),053-525-0755,34.8509255,137.6224876
510,売地,浜松市浜名区引佐町金指855-1,-,2026/06/03,998800,7.73,バス停 谷津 停歩14分,419.54,所有権,40,-,1種低層,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)寿建設,053-441-6536,34.8258371,137.6823972
511,売地,浜松市浜名区引佐町金指1263,-,2026/06/01,48,4.48,徒歩歩66分,724.5,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,冨士物産(株) 浜松店,053-489-3900,34.8194024,137.677514
512,売地,浜松市浜名区引佐町金指,-,2026/06/01,998800,4.48,バス停 金指 停歩4分,724.5,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,あららぎ不動産(株),053-464-5557,34.8194024,137.677514
513,売地,浜松市浜名区引佐町金指８７７‐１,-,2026/05/09,11115500,5.14,バス停 谷津 停歩13分,740.0,所有権,40,-,1種低層,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 高台店,053-437-1976,34.8194024,137.677514
514,売地,浜松市浜名区引佐町金指889-1 他10筆,-,2026/05/23,6000,1.18,徒歩12分,16889.16,所有権,40,-,1種低層,-,-,-,-,-,-,媒介,-,-,転載可,現況渡し,(有)エムツー,053-525-9710,34.8194024,137.677514
515,売地,浜松市浜名区引佐町川名,-,2026/05/27,24,3.24,-,920.69,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ 高林支店,053-472-5656,34.8720091,137.6996772
516,売地,浜松市浜名区引佐町西久留女木333-3,-,2026/04/23,690,0.75,-,3057.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.91153980000001,137.6978626
517,売地,浜松市浜名区引佐町花平1154-13,-,2026/05/01,66,2.66,-,373.8,所有権,60,-,1種住居,-,-,-,-,-,-,専属専任,-,-,要確認,現況渡し,(有)住まいる不動産,053-437-2490,34.8500612,137.6690743
518,売地,浜松市浜名区引佐町花平１３８７,-,2026/05/28,995500,6.55,バス停 とつか 停歩8分,479.56,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.8448345,137.6680431
519,売地,浜松市浜名区内野2818-1，2819-1，2820-1,-,2026/03/13,125,0.8,徒歩14分,521.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)大西屋,053-585-3401,34.7848289,137.7563588
520,売地,浜松市浜名区内野394,-,2026/03/14,800,4.13,徒歩36分,640.88,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7912499,137.7553763
521,売地,浜松市浜名区内野973,-,2026/05/30,23,5.23,-,538.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,コリー(株),053-433-3808,34.7835865,137.752458
522,売地,浜松市浜名区尾野858,-,2026/04/07,1440,10.75,徒歩20分,442.84,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8268365,137.7858292
523,売地,浜松市浜名区尾野２０９６－６、－７,-,2026/05/26,1800,16.13,徒歩15分,369.1,所有権,60,-,工業地域,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 浜北店,053-581-1124,34.8386926,137.7760883
524,売地,浜松市浜名区尾野2096-6,-,2026/04/07,1800,16.13,徒歩15分,369.1,所有権,60,-,工業地域,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8386926,137.7760883
525,売地,浜松市浜名区尾野2643,-,2026/05/31,2500,12.07,徒歩13分,685.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8352086,137.78028
526,売地,浜松市浜名区尾野2536 他6筆,-,2026/04/20,5400,5.05,徒歩31分,3539.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)リンク,053-424-5000,34.8386926,137.7760883
527,売地,浜松市浜名区於呂3536-1,-,2026/05/25,200,1.65,徒歩14分,401.2,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8430503,137.8000607
528,売地,浜松市浜名区於呂2747-1,-,2026/04/14,280,1.87,徒歩11分,495.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,ゼロ(株),053-482-8777,34.8334478,137.7958252
529,売地,浜松市浜名区於呂659-1,-,2026/04/07,450,1.62,徒歩9分,919.76,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8275022,137.7951593
530,売地,浜松市浜名区於呂2654-1(一部)、2656-7(一部),-,2026/05/12,555,4.07,徒歩9分,450.94,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)飯田組,053-432-4060,34.8334478,137.7958252
531,売地,浜松市浜名区於呂899-1,-,2026/03/14,630,4.3,徒歩10分,484.65,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8334478,137.7958252
532,売地,浜松市浜名区於呂,-,2026/05/17,1000,7.89,徒歩12分,419.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.8334478,137.7958252
533,売地,浜松市浜名区於呂472-1,-,2026/03/14,1096,10.3,徒歩6分,351.79,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8334478,137.7958252
534,売地,浜松市浜名区於呂3282-6,-,2026/04/02,1400,12.44,-,372.19,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)アスティア,053-543-9988,34.8324004,137.8038446
535,売地,浜松市浜名区於呂2952-1,-,2026/05/25,1800,15.72,徒歩9分,378.55,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)マエフジ不動産,053-472-3341,34.8285126,137.7995448
536,売地,浜松市浜名区於呂3761-15,-,2026/04/21,1800,12.88,徒歩11分,350.56,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,不動産ミック(株),0538-43-6339,34.8448888,137.8018639
537,売地,浜松市浜名区於呂3976-6,-,2026/05/28,7267,35.95,徒歩5分,668.43,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,建築条件付,(株)リンク,053-424-5000,34.8481838,137.8047361
538,売地,浜松市浜名区上島１９４９番２ 他３筆,-,2026/05/28,5800,13.36,徒歩6分,1436.09,所有権,60,-,工業専用,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 浜北店,053-581-1124,34.8435544,137.8179769
539,売地,浜松市浜名区貴布祢,-,2026/05/31,22448800,20.43,バス停 美薗中央公園入口 停歩7分,401.45,所有権,40,-,1種低層,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 浜北店,053-581-1124,34.7974171,137.7859558
540,売地,浜松市浜名区貴布祢545-1,-,2026/05/09,2480,20.78,徒歩9分,394.72,所有権,40,-,1種低層,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8013942,137.7902542
541,売地,浜松市浜名区小林1635-2,-,2026/04/07,4131,8.01,徒歩12分,1707.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8105067,137.7867262
542,売地,浜松市浜名区小松195-6、195-7,-,2026/04/25,750,6.97,徒歩13分,356.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,第一伊藤建設(株),053-457-1181,34.7865753,137.7711552
543,売地,浜松市浜名区小松3202-1,-,2026/05/28,2735,22,徒歩13分,411.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,FP・マンション管理士事務所 あんず,053-545-6500,34.7865753,137.7711552
544,売地,浜松市浜名区新原２１２３－１,-,2026/06/01,220,2.01,徒歩24分,363.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,遠州鉄道(株) 浜北店,053-581-1124,34.8135109,137.7810219
545,売地,浜松市浜名区新原4102-3，4102-4,-,2026/04/03,400,2.5,徒歩33分,531.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,相談,クリエイト・ジャパン浜松西(株),053-447-7941,34.8111841,137.7720891
546,売地,浜松市浜名区新原2823,-,2026/04/07,500,3.55,徒歩20分,466.81,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
547,売地,浜松市浜名区新原2826,-,2026/04/07,500,3.7,徒歩20分,447.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
548,売地,"浜松市浜名区新原2279-1,2279-3",-,2026/04/12,555,3.01,-,611.0,所有権,-,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)丸正長谷川不動産,053-461-3012,34.8135109,137.7810219
549,売地,浜松市浜名区新原5397,-,2026/03/14,667,6.01,徒歩7分,367.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8213427,137.7953593
550,売地,浜松市浜名区新原5430,-,2026/05/09,683,5.01,徒歩7分,451.28,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
551,売地,浜松市浜名区新原2031-1の一部 外1筆,-,2026/04/09,770000,4.67,バス停 宮口有隣 停歩4分,495.87,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.8190338,137.7769255
552,売地,浜松市浜名区新原2584-1,-,2026/03/14,760,6.51,徒歩27分,386.33,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
553,売地,浜松市浜名区新原2308番,-,2026/05/16,780,6.77,-,381.35,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,センチュリー21中央不動産浜松店,053-584-0021,34.8135109,137.7810219
554,売地,浜松市浜名区新原5021,-,2026/04/28,824,7.01,徒歩10分,388.75,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
555,売地,浜松市浜名区新原5661,-,2026/03/14,917,8.51,徒歩13分,356.46,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
556,売地,浜松市浜名区新原3765,-,2026/06/01,-,2,-,1521.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)リデコ,053-488-4537,34.8135109,137.7810219
557,売地,浜松市浜名区新原,-,2026/05/25,1000,6.61,徒歩15分,500.85,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(有)大西屋,053-585-3401,34.8135109,137.7810219
558,売地,浜松市浜名区新原4077-2,-,2026/05/31,1019,7.01,徒歩20分,481.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
559,売地,浜松市浜名区新原5987,-,2026/05/31,1020,10.07,徒歩18分,335.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
560,売地,浜松市浜名区新原4097-3、4097-4,-,2026/04/03,1480,2,徒歩31分,2447.0,所有権,60,-,取引態様,-,-,-,-,-,-,一般,-,-,転載不可,相談,クリエイト・ジャパン浜松西(株),053-447-7941,34.8118161,137.7730682
561,売地,浜松市浜名区新原6471、6472,-,2026/04/01,1780,15.75,徒歩10分,373.77,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,(株)川嶋,053-437-3731,34.8135109,137.7810219
562,売地,浜松市浜名区新原3765,-,2026/06/01,50,3.5,-,1782.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)リデコ,053-488-4537,34.8135109,137.7810219
563,売地,浜松市浜名区新原1550,-,2026/05/26,2273,4,徒歩16分,1879.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)ホクエイ,053-437-4416,34.8135109,137.7810219
564,売地,浜松市浜名区新原2174,-,2026/03/14,2590,10.01,徒歩21分,856.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.8135109,137.7810219
565,売地,浜松市浜名区新原3069-2,-,2026/05/25,2950,12.73,徒歩18分,766.32,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,曳馬土地開発(株),053-463-2161,34.8068065,137.7826454
566,売地,"浜松市浜名区新原5958,5959",-,2026/03/30,3818,20.01,徒歩16分,631.13,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.8135109,137.7810219
567,売地,浜松市浜名区新原,-,2026/05/23,4560,5,徒歩25分,3015.0,所有権,70,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)不動産のおかもと,053-443-2000,34.8135109,137.7810219
568,売地,浜松市浜名区新原３５８４他,-,2026/05/07,66220000,5.04,バス停 ＪＡとぴあ浜北 停歩6分,4074.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.8097996,137.7781661
569,売地,浜松市浜名区新都田２丁目9-43,-,2026/06/01,35,-,-,540.45,所有権,60,-,1種中高,-,-,-,-,-,-,売主,-,-,転載不可,更地渡し,センチュリー21中央不動産浜松店,053-584-0021,34.8152574,137.735924
570,売地,浜松市浜名区善地522-1,-,2026/05/29,150,1.16,徒歩26分,429.0,所有権,60,-,取引態様,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)旭ビジョン,053-458-1355,34.7895689,137.8048656
571,売地,浜松市浜名区善地,-,2026/06/01,248,1.99,徒歩26分,412.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,U2JAPAN(株) 浜松店,053-401-0875,34.7892711,137.8069304
572,売地,浜松市浜名区善地152-1,-,2026/04/07,638,4.51,徒歩28分,468.64,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7917178,137.8053686
573,売地,浜松市浜名区善地６３９，６４０,-,2026/05/18,776655,6.5,バス停 善地郵便局 停歩1分,563.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 浜北店,053-581-1124,34.7892711,137.8069304
574,売地,浜松市浜名区染地台３丁目28番3,-,2026/05/28,1,-,-,1685.68,所有権,50,-,2種低層,-,-,-,-,-,-,専任,-,-,転載不可,建築条件付,常盤工業(株),053-461-9144,34.7919231,137.7426449
575,売地,浜松市浜名区高畑459,-,2026/04/07,652,5.51,徒歩15分,391.65,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7927638,137.7971107
576,売地,浜松市浜名区高畑746-5,-,2026/03/14,739,7,徒歩14分,349.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7927638,137.7971107
577,売地,浜松市浜名区寺島1488,-,2026/03/14,450,4.01,徒歩28分,371.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7788661,137.7958252
578,売地,浜松市浜名区寺島,-,2026/05/26,50,7.5,-,371.03,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ,053-448-5656,34.7788661,137.7958252
579,売地,浜松市浜名区寺島,-,2026/05/15,99,7.99,-,427.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7788661,137.7958252
